epoch,accuracy,loss,val_accuracy,val_loss
0,0.9399116635322571,0.15683981776237488,0.9590033888816833,0.12529869377613068
1,0.9708535075187683,0.07928908616304398,0.9686456918716431,0.08699887990951538
2,0.9774110317230225,0.059576425701379776,0.9720171093940735,0.07853060960769653
3,0.9802262187004089,0.05239856243133545,0.9742760062217712,0.07253826409578323
4,0.9813894033432007,0.04811821132898331,0.9759616851806641,0.06895129382610321
