epoch,accuracy,loss,val_accuracy,val_loss
0,0.8901951313018799,0.27873387932777405,0.9941832423210144,0.08421602100133896
1,0.9960004687309265,0.01951250061392784,0.9956374168395996,0.048474498093128204
2,0.9976972341537476,0.009338398464024067,0.9956374168395996,0.04182141646742821
3,0.9993939995765686,0.005886544473469257,0.9951527118682861,0.029631080105900764
4,0.9993939995765686,0.004707139451056719,0.9951527118682861,0.02624175325036049
