epoch,accuracy,loss,val_accuracy,val_loss
0,0.952248215675354,0.1628521978855133,0.9893358945846558,0.038614463061094284
1,0.9984244108200073,0.005599385593086481,0.989820659160614,0.051512785255908966
2,0.9993939995765686,0.0015233183512464166,0.9907901287078857,0.057607948780059814
3,0.9998788237571716,0.0008940198458731174,0.9917595982551575,0.04803797975182533
4,1.0,8.08447293820791e-05,0.992244303226471,0.05206504464149475
