epoch,accuracy,loss,val_accuracy,val_loss
0,0.8513749241828918,0.33740267157554626,0.9781849980354309,0.08264593034982681
1,0.9945438504219055,0.023679526522755623,0.981675386428833,0.05268833041191101
2,0.9997817277908325,0.0037742112763226032,0.9842932224273682,0.040392566472291946
3,0.9993452429771423,0.002259747823700309,0.988656222820282,0.03568882495164871
4,0.9995635151863098,0.0012020955327898264,0.9825479984283447,0.04616071656346321
