epoch,accuracy,loss,val_accuracy,val_loss
0,0.7892500162124634,0.44265955686569214,0.8525999784469604,0.37283191084861755
1,0.8894249796867371,0.26824161410331726,0.8686000108718872,0.33094531297683716
2,0.9247249960899353,0.195429265499115,0.8600000143051147,0.3238246440887451
3,0.9510499835014343,0.13825806975364685,0.859000027179718,0.32001814246177673
4,0.9690750241279602,0.09399324655532837,0.8519999980926514,0.337383896112442
