epoch,accuracy,loss,val_accuracy,val_loss
0,0.8933462500572205,0.2660779058933258,0.9859427809715271,0.046950191259384155
1,0.9976972341537476,0.013082264922559261,0.9946679472923279,0.03191645070910454
2,0.9991516470909119,0.006155411247164011,0.9946679472923279,0.029439272359013557
3,0.9993939995765686,0.003711523488163948,0.9946679472923279,0.03389204666018486
4,0.9996364116668701,0.0024380097165703773,0.9941832423210144,0.03116641752421856
