epoch,accuracy,loss,val_accuracy,val_loss
0,0.8926190733909607,0.27394378185272217,0.9801260232925415,0.05707423388957977
1,0.994546115398407,0.018678274005651474,0.9932137727737427,0.027954213321208954
2,0.9990304112434387,0.0058691841550171375,0.9936984777450562,0.029487483203411102
3,0.9993939995765686,0.004120976664125919,0.9932137727737427,0.0302515160292387
4,0.9995152354240417,0.0019563157111406326,0.9946679472923279,0.03164658695459366
